tweet,label
@JonathanRKnight aww hope everything ok  sleep tight!!,0
"out of the office today. Traveling to Gulf World in Panama City Beach, FL. I am on the bus with my son and 40 more second graders ",0
@NickCifuentes no judgement! looked like a good read. just thought it was... interesting. ,0
"grocery store, then gym hardcore, shower, then spending all sunny day up on the roof / in the pool     I'll see YOU at Happy Hour. #fb",0
@BrunelloBabe Because you asked for whiskey? ,0
"@bandsonstage never enough @maxamphoto thanks mate! @xxloverxx haha!... And the 5D has a battery grip, too ",0
http://pic.gd/97fd49 making wishes ,0
Heading to the jersey shore for the day with leo ,0
@CraigTeich I'm going to automate you delivering me some donuts everyday. ,0
@MIZ_DELIGHTFUL I know I'm lookin forward to it  good luck!,0
@I_HATE_CHICKEN yeah...the foxtel mag was good this time ;) ,0
"@cowpunkmom Awww, your too kind! Thanks for #followfriday  Did you get the PC fixed?",0
I like to read The Daily WTF (http://bit.ly/aEFTM) it's so geekly ,0
baby shower for sil last night and off to the pool this morning ,0
@Tammy6508 and a happy happy to you too  I saw Lil Miss Kairi this morning...she said Hi! to me ),0
@renn Awesome! Etching my MacBook next please ,0
YESSS! i HAVE REACHED 600 VIEWS!!!!!!!!!! NEXT GOAL 700  http://www.flickr.com/photos/krissieheartswho06/ YOU KNOW THE DRILL ;],0
@sociaIIyawkward - oooo well YAY its friday for you !  ....,0
@ctidi the bank counteroffered and i accepted so im waiting for paperwork still 2 try 2 get in before weekend ,0
Wearing Joomla user group (JUG) t-shirt ....    http://twitpic.com/5otxz,0
@ChuckJr poor you. Yah him! Mines good. Got new loot last night ,0
@h0zae @Foodtopia Funny I am sitting with @stefanystreet now in yet another explaination of social networking. ,0
"@beckphoto Why, thank you! ",0
 Finally Friday!,0
There is free fruit in the cafeteria this morning!  They are not going to wait until 11 ,0
only a few days of school left!  soooooooooo incredibly happy. you dont even know.,0
http://ping.fm/p/uI40O - Beautiful morning out. ,0
@ryawho i'll check it first. i'll send you a glass soon ,0
#firstrecord James Taylor  &quot;Sweet Baby James&quot;;  Elton John &quot;Honky Chateau&quot;; Cat Stevens &quot;Teaser &amp; the Firecat&quot;; The Band;..Columbia House ,0
Good morning tweeple! Happy Friday! ,0
helping miss j ,0
@TwiCrackAddict I forgot what character was Gianna? please refresh my memory ,0
@TraciKnoppe God luck with that ,0
"@forgottenbylove that sucks, i really hope you can go there sometime, too! thanks!! it was nice, although we haven't had that much time ",0
"@jforman Thanks! I don't trust the Pike anymore (especially the tolltaker situation), which is why I'm looking at Route 95.   ",0
has officially left school/sixth form. Just the exams left. And the RAVE tonight ,0
@crawlspace is bastard ex-boss still in your old office? I could come along and try to loom menacingly in the background if you like ,0
Time for me to eat my dinner! ,0
"#smbmsp Hey Folks - it's Concordia UNIVERSITY (not College), University  @concordiastpaul",0
"Wow, vigorously rubbing a Mighty Mouse scroll ball upside down on a piece of white paper got rid of its &quot;can't scroll down&quot; problem quick ",0
If you regularly watch &quot;Fixed News&quot; then you might want to unfollow me ,0
@EminentPRceo - MOST DEF!! Been grindin' on the other end!   U know how that is. Hope all is well with ya! ;),0
@ilaam LOL. Laziest #followfriday attempt I've seen yet. ;) Hope you have a good brunch. Sounds yummy. ,0
@NatCordeaux @eogez @Dameunited @Faisalkili09 thanks for #followfriday ,0
"@leprincerebelle Thanks! Also, looking forward to an e-mail about an arrangement idea...? ",0
uploading the Teakwando pics  haha,0
U are now following the most underestimated dude on the planet! ,0
@mazylady  it was 1 of those giant smartie covered ones from Waitrose ,0
"@mmetcalfe Ok I agree, wasn't one of my best. Maybe your right  stick to be funny myself, its alot easier",0
http://twitpic.com/5otyr - End Result: Blackforrest cake! I feel gooooood.... ,0
@musiclover1993 Simon Amstell tickets can now be bought online at  http://tinyurl.com/okcfyg  ,0
"@SookieBonTemps  Good morning, Sooks.   Happy Frackin' Friday!  ",0
"Yay! liz bought me a small cake  now i'm walking around school w/ a pinata, balloon, and cake! lol ",0
The BF is leaving today + my BFF is coming today = Niki letting loose. ,0
Woooo Bank Holiday! This of course means you've got more time to visit us! ,0
Have a great Memorial Weekend and be safe on the road ,0
@imrananwar best of luck  thats just great,0
taking in today before the park is open everyday and i'm working. ,0
@wNimish Nice  But can I put it in a wordpress page? will check it thanks a ton ,0
Kewl - it is raining outside and our Summer has end 1 week in advance with the Monsoons hitting us  hurray!!,0
i'm excited to spend the day watching movies with my beau ,0
in bed on my psp  . . .  6am wake up for work tomorrow,0
im so sorry if my english are not soo good cause im begginer ,0
Enjoy the weekend and preparing my next Tour  Greets Dee... See ya,0
Jusr woke up - kids are excited because today is Disney's Magic Kingdom and grandparents are here with us now - Mickey and Minnie today ,0
"Yesterday was a day of beach, bumming, and beer. Today I make up for it in shipping hell...then more bumming tonight ",0
Half the exams over ,0
@Jopoates OR ... he could just have one rock'in set up that he watches on and he does some &quot;other&quot; work ,0
@Alyssa_Milano I read in the Boston Globe that Dan Akroyd said he would love you to be in the new &quot;Ghostbusters&quot; film. Are you in? ,0
"at school, hope everyone's having a 0itive day! ",0
@MissNatalieLynn i have met TEB twice. let's just say there are alternative ways to meet them ,0
Looooong day yesterday getting to hotel for #balticon setup. Now doing some planning for today's chaos ,0
"@davequintana  Too funny!   Actually, both you and @Urban_Lindsay are to &quot;blame&quot; for me joining Twitter!",0
@SmallWall I recommend the Smoked Cheddar- YUMYUMYUM ,0
I'm on page A1 and B1. TWO covers of ONE paper!!! ,0
@ChrissySpeaks Yes sounds good to me! Especially since I started riding again ,0
@TheBeadedPalace Thank you ,0
"@LollyDaskal how are you my friend...I hope all is well...checked out the blog..I dig it, and look forward to reading more, truly. ",0
Saturdays aren't sup0ed to start early. I guess tomorrow's an exception. Wish us luck for the speech choir! Grades are at stake.. haha! ,0
Is tidying the house and watching King of Queens for the first time in years! ,0
@cartoonfox work out a foolproof approach to creating a hyperproductive team given any random start point? ,0
"tired, but excited for tommorow because the Jonas Brothers new music video for Paranoid comes out ",0
"@MikeG1 &quot;easy pull solution&quot;? I'll look into the multiruby thing, can you open a ticket on integrity.lighthouseapp.com? ",0
yes they are !  thx @natalynha - The Doors-People Are Strange ( live rare ) ? http://blip.fm/~6t7wa,0
@MaximumJpeg see you in 8 hours ,0
"leaving for Washington, D.C today!! WOO!!  follow South Jones Band at WDAM.com and find out what we're doing daybyday.",0
"@paulsilver Alas you are right, Jeremy slipped away peacefully at 23:15 that night and his remains slipped into a salad ",0
@2kutekreations good morning my love ,0
Work til five but on the plus side i get to wear jeans  lol,0
@d_tor good morning ,0
@thenewbnb Daanx ,0
Signed up. Cycling 180km in August.  RONA MS Bike Tour. Should be a blast   Now the non consumption of beer and bad food begins.,0
Thanx all for the early mornin follow luv... Heart my twitter fam ,0
@Bammer the one day a week I have to make sure your 0ts don't load in Google Reader. Thanks for the reminder ,0
@lauram68 woo! save money for BEA....we can settle up afterwards....concert not til July ,0
"@damnpenguins ah, wow, lots going on! So when is the move? Everything is good here! Nice to see you tweeting ",0
@revellion busts his Bizarro cherry ,0
@girlgeekchic omg that's the sweetest little song ever ,0
"@sugarbritchesyo yep, I confess...I'm Mom_O  glad you like it! read www.joshonblogger.blogspot.com for his blog about my pregnancy - funny",0
"If you've ever thought that following/unfollowing based on a 1-line bio is a less than ideal way to find friends, this  is for YOU! ",0
@DanielMysterio Thanks for the #followfriday ,0
"&quot;The Next iPhone&quot; by @gruber http://bit.ly/1UoK5J ...rocks Apple-style: Faster, more memory &amp; finally a better camera! ",0
"@BigMovingStock #followfriday, great stock market info, thanks Good Morning ",0
thanks @iro_ny and @growlybear / @bruincoffee for #followfriday recommendations ,0
@EXCLUSIVE_PEARL You're MY Bestie and MY sister!! ::tears:: ,0
"@minxywitch Yeah, we need the chicks to though obviously lol 2 single young studs like us... we shudnt have a problem ",0
Prom day ,0
 kinda chilly but the sun is out and its not raining  http://twitgoo.com/7alc,0
"At plaza singapura, eating bread. ",0
@natalieox i did it loads! ,0
@KGWSunrise Russ - absolutely. I would never take that away from you. Jimi would want it that way ,0
@Meeshellmabelle Happy #followillfriday Meeshell  I'm sure it looks beaut!,0
"I love to play world of warcraft  eating peanut butter jellies in my moms basement, im a sexy 300 pound stud and i fuck on first date ",0
@GregWillits Hey Greg!  We would love to have the Willit's up here by a lake in MIchigan.  For your consideration...www.michigan.org ,0
@mikeyzito @mikeyil i love how @vinnieg3 is finally an honorary mikey ,0
@danmylo handwash with a detergent meant for delicates (it shld indicate Woollen garments on it) ,0
"v0.9.5 is ready, re0itory watching is now implemented - from here on it's just polishing for v1.0 ",0
@brentos Nice work mate.... Does that mean notes is gone then?? ,0
@angiegudaitis But it's soooo true ,0
@packtplastik  that's so cool. send me a link when the shop's up!! ,0
"@Daniellexooxoo oh same, you're sitting right next too me  I gotta tell you something.",0
just got home from lygraceren bonding.  had fun! we should do it again!,0
@P_L_of_A i have to agree. hence the article ,0
"Yes its kinda dirty and smell of cigarettes, but its good food and very cheap.  hooray for truck stops.",0
WONDERFUL!!  Love hearing that!!!!,0
@lizziboo_etsy thanks for the follow friday mention! ,0
@celinnex3 lol.  and thanks. haha.,0
George Mead's is the man. sociology is fun ,0
running late this morning. busy weekend ahead ,0
@markmicallef me too. . i mean i also had the impression you had that delusion  it must be great minds thinking alike,0
"Off to do some more homework now, and then off to work -.= don't wanna go -.= but I have to... I'll be back around 10 pm... later Tweets ",0
@laurz You're right... I think the Celtics jersey is the one people are talking about ,0
Cass and PB come home today and i'm excited ,0
@highonhealth Go the new boots!  And some sexy leggings and a short knit dress... ,0
starbucks and a cupcake...great start to this beautiful day ,0
@angie_seattle A Great Friday and long weekend for you too!! ,0
@LushOne Know if there is a complete list of every Grind Time battle ever? ,0
Waiting for my primer to dry so I can fire up the kiln again today!  ,0
@RawatCentral feeling bad that I made you cry so here's another chance: give me one good reason why I should follow you! ,0
At school......ICT     whoooo    fun xx,0
"@TheGreenWelly Mmm, don't no what you're reffering to. I was reffering to the pink whisky bottle ",0
"lol, a moggy with over 500,000 followers  Cats are, as we all know, selfish and self-centered. Purrrfect to be celebs ",0
"is in Starbucks with the guys discussing coffee combinations, apparently I'm a coffee expert ",0
@guybatty Will look into it ,0
@jamiedelaine It will work out - don't you worry... your stuff is incredible ,0
"watching dragon ball evolution, then ill continue my physics, wow today is full of movies. i think after this ill watch inkheart ",0
@DermotCarmody can't imagine why? have fun ,0
@skydiver I like that rule. I think people should wear signs so there is no confusion. ,0
that's enough of my room now ,0
Enjoying my ipod  ,0
happy..  holiday is ocming now...,0
Good day mate  hahaha,0
@pacopistolas I assure you that I am a real person  thx for the follow!,0
"VEGAS BEEZIES!!! HOLLER IF U WILL BE OUT THERE. IF NOT, HAVE A SAFE AND BLESSED WEEKEND! ",0
@bpweekes Aren't geriatrics always colder? Hence why you guys move to Florida and always wear a sweater. he he he! ,0
had time off and headache has subsided. Going back to work. Hope it goes well. My guy has been ZEE BEST through all this! Love him lots! ,0
Graduation rehearsal was soo much fun. Getting my biscuits and gravy on at peach valley! ,0
@mizzhaze take a Tylenol dahlin. Hope you feel better ,0
@ToddBrink  Just followed all 3 of your folks!    Good Morning.,0
@SPrineas Hi Sarah  Thank you for a lovely book; I just finished &quot;The Magic Thief&quot;. I'll work on a review of it next week ,0
HaviNg a fabulous time at the WMH!!!! ,0
Eating ice creme in the sun ,0
"@LeslieRoark You're funny.... you didn't even look sick!   I'm getting over Bronchitis, so i wasn't as chatty as I normally am! lol",0
is home a little earlier than wanted from a good night ,0
@amanda4gavi Thank you for the #followfriday! We appreciate it! ,0
Loving working with buyers! Need some listing...do you know anyone that needs to sell their home? Send them my way ,0
@NaturalPeace You too ,0
@marcoswitt I need to visit Lakewood church atleast once in my life! more than once would be nice too.. ,0
@iamtostie that's what i mean ,0
@ddlovato you are the most talented and amazing person! May god bless you cause you deserve it  i hope you come to australia with jb!,0
@TarynInItalia always go to the beach! Never question it! Beware the sand. It follows you everywhere!  http://yfrog.com/10e0cj,0
"@NathanFlores17 Yes I like swimming too, it's a lot of fun! ",0
@WWisewolf No need humming it as I type ,0
@Jeslikeme and I ain't mad atcha LOL I'm off as well my weekend has offically started ,0
"MsDiamondJ#Follow Friday!! @MissPurdiee , @missfree,, @NIYANA, @necolebitchie, @MissKeriBaby , @4everBrandy, @teemwilliams, @YoungRo ",0
@robyn_sparkles Haha. Nice choice of words but I agree ,0
"@PIRATENINJAS Bob Evans rocks  comunque ('anyway' in italian,if ur interested^^) when ur in Brasil u have to try the maracuja juice! yummy",0
@LaurenVelasquez lameee. I understand. Gotta graduate! ,0
@beeebomb just get some paracetamol ,0
@Espressocomms Of course Salt n Pepa qualifies for 80s luv - remember the classic 'Push It' ,0
@christi9000 did you beckon? ,0
@feliciaday don't fall for it! PvZ got me once until 2am... Next day was very painful ,0
I don�t know yet when I�ll play. But I�ll let you now asap. ,0
@musicsGF @DAREvolutionary thanks  &lt;===anything for a super hero in training ,0
@scraplesspress Thanks so much for recommending me on #followfriday! ,0
"My house is so clean , it smells like apples and lemons  the relative start arriving in an hour , the wedding weekend has begun",0
@StopChronicPain He's already left! (connecting from Dubai).  Ya he's just going on a honeymoon / vacation type deal...  #Thailand,0
"Here at Henry's, waiting to go to breakfast. ",0
#followfriday recs: @Pharaonick: b/c he has good travel tweets &amp; gives reasons for following on #followfriday. ,0
Coffee + Alice FTW ,0
#FollowFriday Lovely people @_santi @Emperor_Richard @Tazz602 @Xavierism @HedleyZafer @CRAGGSC thank u guys LOL ,0
@TheOtherJeff Maybe we should see how the dino excursion goes first. ,0
The Hunt For Gollum independent movie... Gonna check that one out  http://www.thehuntforgollum.com/,0
Meeting the girls at the church - heading to Panera and Color Me Mine. ,0
"@extralife Don't edit too furiously, you may hurt yourself. ",0
it fits! yay! and it has a long train and wings! ,0
"You what makes me laugh  these debouchment message's, rudebw'oy with NO SIGNATURE, @pcdmelodyt @christinamilian, nearly career crumblers..",0
"@dulwichmum well you never know   anyways cheer up, heres the best looking duck hut going...  http://bit.ly/Jij6g",0
@tricia501 saw your 0t about ex boyfriends so thought I'd say hi ,0
@JeffTracey A pleasure ,0
@Loudie thank you!!  how r u this morning/afternoon?? What time is it there??,0
wish me luck ppl! ,0
@warey CONGRATS!  That's pretty awesome.  ,0
@GodsIlla @tracyreneejones @AshyLBowz @Nubbz_ @MrInfamy @locs4life Peace!! TY for the #followfriday mentions!!! ,0
@DeFries A great feeling isn't it ,0
http://twitpic.com/5ou2m - i did not edit this. ,0
@audreykeyes yayyy! Im excited!  I have never seen so much of the colored spinwheel until this computer.,0
@luvyrskin Thanks for the FF!  ,0
I love it when our bus driver brings donuts for us. ,0
@Playboy TGIF!! Have a good one ,0
@sonnygill We've decided to go camping at a local lake. The little one is bouncing out of his socks in excitement. ,0
@adlyvelasco Guess you've really got to; can't wait to check  out your next blog ,0
@SquareJaw I like slugs. They taste like chocolate ,0
is @ briq's bday libre gerry's grill with the inoventors ,0
@oh_so_diva1 What's good boo? and thanks for the follow 2 ,0
@samarowais Say hi to them from meeee ,0
"@kimmelinn ashley simpson  wow, we're good or we make it too easy lol",0
"I am going to answer all the tweets and messages directed to me now, God, I missed you, friends. ",0
@OneCoach Thanks for the #followfriday  Happy Memorial Day weekend!,0
@digitaltoast Thanks for the #ff I'm working on mine at the moment! You might even get an #ff from the beeb this week ,0
"Had a great one-on-one yesterday with Lynn Reed... so great, I chronicled the experience in my blog   http://bit.ly/PXkxj",0
"@transzorp So I finally made it to the blogsph... er, missed that neteration entirely.. twitsphere? ",0
@claymuse woo hoo! Gotta take the 4yo to preschool then it's smooth sailing for mama here ,0
i'm about to be soooo broke and sooooo sunburnt ,0
getting my nails doneee. graduation later ,0
"@camcol94 haha yes!!! Now we're listening to be as, (8) be as straight as you want to be as gay as you want to(8) ",0
Woohoo off to Sortland for another shopping spree ,0
@brittanystreet Hmph.  Okay...just keep tweeting.    All weekend.,0
@blake_wood ..Chocco buns ,0
in gym class listening to the jonas brothers. ,0
Have I mentioned recently... How much I love greek people!?! Hahaahha ,0
@andrewghayes Thank you ,0
"@ImWendy I need one of those &quot;remove control&quot; there are a few things that need removing around my house.  ...trash, dirty dishes, laundry.",0
@Christina512 I miss you &amp; hope you are singing your heart out right now for your new album! Love to my MEOW ,0
@ditty1013 Yup. A hell of a lot more fun than &quot;Oh my god I have way too much work&quot; Fridays. ,0
@Herring1967 Copy cat! I was rilling before you ,0
says currently bored with plurking and crazy with polyvore  http://plurk.com/p/vhi7t,0
"ja,ja,ja, es q es verdad!! warner in Madrid and then, we wil go to santander!! ",0
Swim for an hour. Shower. Enjoy the quiet while adding pages to WIP. Pick up 4-yr-old and get ready for noise overload. ,0
"is ready for an exciting weekend... speed street, canes game, pool &amp; relaxing ",0
"@parisianatheart: yeah, it's a star wars-themed gabba fest. fast n noisy ",0
"I'm heading to the fine Hoosier state for the weekend.  No Road Warrior on Monday! Trust me, you wouldn't need me.  Have a safe weekend!",0
museum day ,0
im gonna bake cookies for everyone and brownies and cupcakes for monday...everyones invited!! just come to ap stats 2nd period! ,0
@Dayna_aka_Rowan So now I know what you're capable of producing in a day. ,0
"I am still in bed, going to the theatre tonight, and can wear HEELS because andrew is tall ",0
"@databasejase oooh, you get a nice early finish on a Friday ",0
@jerryskc  what is the &quot;twitter trick&quot;? I guess it still works if you're getting response ,0
is revising Biology with Han ,0
Good morning!   What is everyone up to this Memorial Day Weekend?  Dh has a 4 day weekend.,0
"@WickedBitch Yes, but you didn't design the contest wall.  ",0
"@whybluematters not much, just got down eating breakfast ",0
is loving the home improvements her hubby did while she was gone this week ,0
&gt; @totalfilm: Try again...Lunchtime Reading: The Story of Gladiator 2 (http://bit.ly/ROqBZ) If this is 4 real it would be gr8 and mental! ,0
"@msars including the hastag in anything would be really useful, especially for us cack-handed iTouch users!! ",0
"&quot;you and me together, could do anything, babay! you and me together, yes, yes.&quot;    helpin baby study, doc appt, laundry, cuddlin w/ darlin",0
"@cruickers smashing, could you ask him to bring some sunshine back up North with him for weekend please ",0
Good morning my friends...how are you? Today is going to b a wonderful day ,0
"@bobbyllew  #carpool Don't try cutting it, just have a special Fry-length edition ",0
Follow Friday: @awkwardfamily heaps funny ,0
"gotta go people! good day &amp; night! love tweeting! Kim Sang Bum &lt;3 Kim So Eun, SoEulmates ever! ",0
#followfriday @YuppiePlight. share the woes of discretionary income. (you might even get mentioned on http://tweetingtoohard.com/)  ,0
" its nice to be carefree with my bestie. we laugh, and be ourselves, i love it.",0
@AmandaON1063 well its not a waste of time for you and your sis so party on dude ,0
@ephaw udah cupcup we can do it paw. let it go lah  -- anyway where are yooou?,0
"@adrianogarcia Ok, tend to use a dongle, but nice to know I could, even nicer to know iPhones can't  ",0
Just learned how to repair my bike!!! ,0
awake soo early for danis 19th birthday  goin to the lake for the day then stevie g's tonight wooo!! still jealous of a certain person ...,0
"smile, it's Friday &amp; a 3 day weekend ",0
@youngflyflashy Mcluvinnnnnn  wtf you doing up lol,0
Most days I love the window in my office -- today it's just too much of a temptation to go outside and play ,0
"@jephjacques it's by far the comic I look forward to most every morning, felt a little empty this morning when it wasn't there... ",0
"&quot;the unexamined life in not worth living&quot; Socrates- This is why I am getting a vasectomy today! But for real, it's because I love me wife ",0
I need a good day sailing. Thank lord its friday  well saturday in like 30 mins but yall get me. I wish i were in the northern hemisphere.,0
hiii! how are u? Siiiii! AL fin viernes ,0
@thegarnercircle You too! ,0
"@ryanlawler Took in a comedy show in Times Square so I was there 'round 9. Sometimes, there are just too many events in one night. ",0
My Hispanic mother taught me about anticipation: deja que lleguemos a casa cono!!  ,0
"@Jenidvm Good to see you, too!  Glad the donuts helped. ",0
"@musicalverse Ah well, at least we both got the same wrong answer ",0
@kevinayP Thanks then!  You're very kind ,0
Wishing I could be in SAN DIEGO on June 5th and 6th meeting the masters from *THE SECRET*! Instead of in Sweden...   http://bit.ly/yASGe,0
still laughin my ass off at last nights antics! Never have I laughed soooo hard! Hilarious! ,0
gettin pied for childrens miracle network ,0
@Deefend it's a good thing your avatar has his sunglasses on ,0
ahhh..its guna be a great day..payday is my favorite holiday  lol,0
@sarahtanner great 0t on Avon PR fail. I commented ,0
I thought of this song this morning   ? http://blip.fm/~6t86s,0
"@Marawitch that's pretty close.. put you in there but didnt put a preview of the link i 0ted.. still, probably close enough.  Thanks!",0
First i have to get this off my chest. Chris over Adam??? How did it happen. I have NEVER been wrong! ,0
"@ToplessRobot Love how the bitly link on your last is &quot;onZNN&quot; like, on &quot;ZOMG News Network&quot; or something. ",0
Such a fun bday! Can't wait to continue the celebration tonight ,0
"off to freaking school, only like. 8 days left!  feeling kind of sick todayy.. :// have to go to aritons graduation tonight. not excited..",0
Looks like I got a couple new Miami tweeps: @bsoler @mherzber @gblair23 check em out  #followfriday,0
@waxgirl333 yes. Many people will stick around...except the ones who ONLY interact online ! ,0
says tomorrow is my mom's birthday! weeee!  http://plurk.com/p/vhib1,0
Gym tomorrow at 10 with vanessa and melanie. Be jealous  good night!!!,0
@MarcyMC  not middle of nowhere ... middle of 2 million trees  you just can't see where you are!,0
"@sashajonas wah wah , ini adeknya joe ya ? hahaha candaa .. shaa alias tempat curhat .. hahahhaa ",0
fishes are happy with their clean house... ,0
"` @edsaldana aww, thanks for including me!   have a happy weekend!",0
@music_flurry  thanx  you can check out my website www.angelafrance.com tab &quot;Angie&quot; for updates  also &quot;Newer Novel&quot;,0
@stonewallers Pleasure  You too.,0
happy friday. i keep thinking bout that banana cake i dreamt about. see what happens when ya dont go to bed mad. u dream about cake ,0
What a beautiful day for a field trip ,0
@addicted2emmett I'm watching Penny Dreadful.  Yes it is.,0
"@CFNews13_Space - sorry Greg, hopefully we will be cleared for tomorrow ",0
"@fallsvillager Yes, I saw the other day. when M. 0ted. You know I am a dedicated B&amp;G peson. ",0
"Mex with the lost sheep - meglio tardi che mai! We swore we would always be waiting for you, didn't we?  Bie!",0
@BOKAchef A self-made immigrant made A.B. great &amp; his Grandson soiled his legacy.Give small brewers a chance to be the next king of beers ,0
@cascandar So now you need to provide dancing pictures to me ,0
@pbsengage that's definitely a &quot;serious dose&quot; of FollowFriday. ,0
@ZombieBoySam lol nice to know. i'm gonna try keep in your good books so ,0
"Oops, I'm late! Bye! Be Blessed! ",0
It's a beautiful day  Heading outside now!,0
@MichaelPenland great presentation...you are very informative as well as entertaining ,0
getting my usual breakfast then school..come get your hair done by me ,0
@arielleholland I have no idea what you're talking about ,0
@buckhollywood thanks! i'm all kinds of jazzed and excited!!!! ,0
@xiape sweet 2wheel dreams bro ,0
@curiousmike sailing a bit close to the wind there mike ,0
has only 4 days left of school and then it's summer! ,0
"aaaa...I Should've realized a lot things before,if this is love, you gotta give me more, give me more hey, hey, hey give me more ",0
"@Kinnamon I hope you can come out. Yes, you can buy tickets at the door! Free Drink w/your ticket! ",0
@Biggum70 Thanks  for answering,0
Going out to mow the lawn with a one year old and an almost three year old in tow...this should be fun!!!    (and take forever!  LOL!),0
Ahhh paeanoid just come on shuffle on my ipod ,0
Fantastic mood.  Photo booth in independent study. Johahha. ),0
WHAT A BEAUTIFUL MORNING!  God's blessed us with the most beautiful weather this week! Time to get out! ,0
Hoping today will be better....and will not forget my phone ,0
"Hey Nate, we need to get a Maker Faire in Boulder, hosted @sparkfun - ",0
@JLMousseau he was actually running around over my shoes getting his morning x-r-zize while I was taking that.  He's my lil' buddy,0
"@AslanWRP Not far from here then.  Believe it or not, I've been in TX 10 years and I've been to Dallas twice.  I'm not much for traffic. ",0
"@ElizabethPW I'm thinking the yahoo email today is the strangest, one from hotmail was nice - but both still want something ",0
aww finally getting some nice weather  &lt;3,0
@lorita  that's the concern ,0
Thanks to jaimi for tweeting on my twit ,0
@chad420 morning ,0
Still sick. Z's well &amp; c's getting better though. ,0
@patriciaco @marielinton Just to be clear. JOE JONAS IS MINE... K? ,0
working until 4:30 &gt; Prudence Island until Monday night ,0
@Pistos Interesting comment. I didn't realize I was devaluing my career by contributing to OSS... ,0
"is still fucking pissed, but in a great mood, otherwise.  Hello.  It's Friday! ",0
anything for my mistress ,0
"@beezan Ah, so that means you've had your caffeine for the day...I'm just getting started! Hope you've had a lovely Friday, btw ",0
"@yanhayashi no waaay, wanderlay!  ",0
I have a million things to do today for tomorrow's event.  I will begin later this morning  ,0
@hollisthomases a week away from twitter could never 1ate the super social media lessons i learned from you at #sesny  hope all is well!,0
I focus the Power w/in the Eye &amp; w/ Laser Focus Vaporize the Citadels of Power. The London Eye - get up thr &amp; take a gd look.  http:// ...,0
"@MyLifeROI Wow, looks great. Nice icons. ",0
@CherylMorgan would like to have you here!! maybe next year..? ,0
@mindlesseliza really? ,0
It's going to be a lazier day for me...  One project to finish then the day is all mine!! Looking forward to it....,0
@tMKing1 haha yeah.  so it was good after all.  dang!!  now i have to see it ,0
"@kylemcc899 Hey if your looking for photoshop CS4, I have the portable version if you want it ",0
hates exams but watheheck. exams make good reasons to have ka-la-okay after it's done...so okay..i love exams! ,0
"@chrisdavidmills um, you must have a bootleg copy. mine starts with pseudo silk kimono ",0
Starting out the morning with some Sunset Rubdown -- loving this new album ,0
gone fishing...what a great way to spend time with my honey ,0
@rannau awe bb you're making me blush ,0
@sspieker Great to meet u in person yesterday! It's so funny when u meet people that u chat with on Twitter; it feels a little stalkerish ,0
@eddenwestlife I know u have a good time . . ,0
@BaiyuChen LOL YAY! Meow  (That's Toby saying Thanks  ),0
@rockyofella u know u love uss ,0
"@PritePriteGood well, please have one anyway.  good morning.  ",0
Revision: 10:30.  ,0
@ArinnS but what if i like staying IN the box??  hope you're having a great week. see you sunday!,0
ooohhhh  Free PC Upgrade  http://domypc.co.uk/  as long as yr willing to  have the whole thing video'd for a website. sounds good ,0
Capital City Jazz Festival today!!! I'm so excited!!  ,0
@LittleLaura @watfordgap I still have a working Nokia 5110 and an early WAP browser phone I had for a year before I knew what that meant ,0
@ETune22 Yayy Erica! I'm happy you finally joined  And what--you're going to London?!,0
@Divinerae I'm just picking one each week! that gives me at least 130 weeks of content so far ,0
ahhh todays weird because all the seniors are gone. but at least it'll be quiet in homeroom. suck it ,0
@Illig let me know if you get all of those done before Bob comes back ,0
@mahatru @pimpmywordpress @fabuliz Thanks for the #followfriday guys ,0
@ian_former how many followers do you have? ,0
Check Out These Creepy Ghost Sightings + More http://is.gd/Cm9K Feel free to Re-Tweet ,0
@christy_horne Sounds like it'll be yours via adverse 0session before long... ,0
leaves for san antonio today ,0
@green_shoes : thanks for the Friday Follow! Enjoy the long weekend! ,0
HI everybody i'm new her and i hope it's going to be funny in her ,0
Also: WOOO gained a follower! 24/1000!! ,0
going to lunch with the ladies today...hope we stay long enough to hit happy hour again. ,0
@_galia Thanks! I'll check it out. ,0
"- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then we're off  to celebrate 3 years of wedded bliss ",0
Haircut done stoppin home then off to cuse for a long day of work and fun ,0
@redsecretagent I def will...   I am in a wedding next weekend so I am so needing color.,0
its going to be a great day! things are finally starting to look up ,0
@DavidCousens Very nice! I love the little bird. I did mine too recently... ,0
@msheaff have to go to the 0t office and finish packing other then that im free ,0
So So proud of myself for yesterday. And really happy to welcome someone back into my life after kicking them out so long ago. ,0
@behoff  Thanks!  #followfriday,0
"i goes to party home with maiken tonight, and to morrow with my coausin! &lt;3  so nice !",0
@RajKathwadia if Danny is in office pls tell him I still haven't got his constipated email which i need really urgently thanks ,0
@KhairulHaq oh okay just count me in lah ,0
YeaY! Happy Long weekend !!! Getting out EARLY!!! ,0
@BigzFlygerian yes yes of course!!!!!!!!!!!!!! ,0
"@lynzi682 Good thanks  My cold is gone, how about you?",0
@chefrp I will be in at #iguana at 11:30 and Slingers by 11. Told aleah &quot;sharpie&quot; said hi - she smiled. ,0
@andyclemmensen yeea but it would be kinda random ppl singing everywhere u go..LIKE THE GOOD GUYS AD :p stupid false advertising haha  x,0
